,meter_id,date,month,year,num_rdngs_dd,num_rdngs_mm,num_rdngs_yy,daily_mwh,monthly_mwh,yearly_mwh,num_gap_dd,num_gap_mm,num_gap_yy,season,num_days_mm,monthly_avg_mwh,weekday,num_wkdays_mm,num_wkends_mm,monthly_wkday_avg,monthly_wkend_avg
33522458,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-04,8,2017,48.0,1440.0,16176.0,7.864,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
33678362,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-05,8,2017,48.0,1440.0,16176.0,9.291999999999998,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,0.0,23.0,8.0,,7.177125000000001
33834266,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-06,8,2017,48.0,1440.0,16176.0,6.802999999999999,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,0.0,23.0,8.0,,7.177125000000001
33990170,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-07,8,2017,48.0,1440.0,16176.0,7.4300000000000015,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
34146074,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-08,8,2017,48.0,1440.0,16176.0,6.988,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
34301978,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-09,8,2017,48.0,1440.0,16176.0,7.1850000000000005,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
34457882,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-10,8,2017,48.0,1440.0,16176.0,5.937000000000001,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
34613786,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-11,8,2017,48.0,1440.0,16176.0,7.85,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
34769690,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-12,8,2017,48.0,1440.0,16176.0,7.359000000000001,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,0.0,23.0,8.0,,7.177125000000001
34925594,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-13,8,2017,48.0,1440.0,16176.0,5.682999999999998,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,0.0,23.0,8.0,,7.177125000000001
35081498,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-14,8,2017,48.0,1440.0,16176.0,7.080000000000001,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
35237402,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-15,8,2017,48.0,1440.0,16176.0,5.931000000000002,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
35393306,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-16,8,2017,0.0,1440.0,16176.0,0.0,211.19100000000003,2560.9210000000144,48.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
35549210,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-17,8,2017,48.0,1440.0,16176.0,7.718000000000001,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
35705114,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-18,8,2017,48.0,1440.0,16176.0,8.035,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
35861018,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-19,8,2017,48.0,1440.0,16176.0,7.5230000000000015,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,0.0,23.0,8.0,,7.177125000000001
36016922,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-20,8,2017,48.0,1440.0,16176.0,7.096000000000003,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,0.0,23.0,8.0,,7.177125000000001
36172826,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-21,8,2017,48.0,1440.0,16176.0,7.296000000000001,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
36328730,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-22,8,2017,48.0,1440.0,16176.0,6.871000000000001,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
36484634,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-23,8,2017,48.0,1440.0,16176.0,6.339,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
36640538,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-24,8,2017,48.0,1440.0,16176.0,6.589999999999999,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
36796442,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-25,8,2017,48.0,1440.0,16176.0,6.6899999999999995,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
36952346,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-26,8,2017,48.0,1440.0,16176.0,7.692,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,0.0,23.0,8.0,,7.177125000000001
37108250,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-27,8,2017,48.0,1440.0,16176.0,5.968999999999999,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,0.0,23.0,8.0,,7.177125000000001
37264154,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-28,8,2017,48.0,1440.0,16176.0,6.905000000000001,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
37420058,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-29,8,2017,48.0,1440.0,16176.0,6.691000000000001,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
37575962,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-30,8,2017,48.0,1440.0,16176.0,7.573000000000002,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
37731866,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-31,8,2017,48.0,1440.0,16176.0,6.360999999999999,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
37887770,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-01,9,2017,48.0,1248.0,16176.0,8.351000000000003,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
38043674,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-02,9,2017,48.0,1248.0,16176.0,7.607000000000003,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,0.0,21.0,9.0,,8.11777777777778
38199578,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-03,9,2017,48.0,1248.0,16176.0,6.597,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,0.0,21.0,9.0,,8.11777777777778
38355482,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-04,9,2017,48.0,1248.0,16176.0,7.917000000000001,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
38511386,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-05,9,2017,48.0,1248.0,16176.0,8.143000000000002,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
38667290,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-06,9,2017,48.0,1248.0,16176.0,7.184000000000001,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
38823194,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-07,9,2017,48.0,1248.0,16176.0,7.796,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
38979098,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-08,9,2017,48.0,1248.0,16176.0,7.2490000000000006,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
39135002,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-09,9,2017,48.0,1248.0,16176.0,9.778000000000002,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,0.0,21.0,9.0,,8.11777777777778
39290906,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-10,9,2017,48.0,1248.0,16176.0,7.957000000000001,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,0.0,21.0,9.0,,8.11777777777778
39446810,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-11,9,2017,48.0,1248.0,16176.0,7.449999999999999,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
39602714,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-12,9,2017,48.0,1248.0,16176.0,7.299000000000002,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
39758618,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-13,9,2017,48.0,1248.0,16176.0,7.159999999999997,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
39914522,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-14,9,2017,48.0,1248.0,16176.0,7.478000000000001,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
40070426,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-15,9,2017,48.0,1248.0,16176.0,8.984000000000002,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
40226330,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-16,9,2017,48.0,1248.0,16176.0,8.247,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,0.0,21.0,9.0,,8.11777777777778
40382234,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-17,9,2017,48.0,1248.0,16176.0,8.151000000000002,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,0.0,21.0,9.0,,8.11777777777778
40538138,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-18,9,2017,0.0,1248.0,16176.0,0.0,205.61900000000023,2560.9210000000144,48.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
40694042,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-19,9,2017,48.0,1248.0,16176.0,8.029999999999998,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
40849946,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-20,9,2017,0.0,1248.0,16176.0,0.0,205.61900000000023,2560.9210000000144,48.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
41005850,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-21,9,2017,48.0,1248.0,16176.0,7.623000000000001,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
41161754,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-22,9,2017,48.0,1248.0,16176.0,8.43,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
41317658,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-23,9,2017,48.0,1248.0,16176.0,7.283,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,0.0,21.0,9.0,,8.11777777777778
41473562,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-24,9,2017,48.0,1248.0,16176.0,9.070000000000004,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,0.0,21.0,9.0,,8.11777777777778
41629466,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-25,9,2017,48.0,1248.0,16176.0,7.855,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
41785370,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-26,9,2017,48.0,1248.0,16176.0,7.501000000000001,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
41941274,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-27,9,2017,48.0,1248.0,16176.0,8.109,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
42097178,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-28,9,2017,0.0,1248.0,16176.0,0.0,205.61900000000023,2560.9210000000144,48.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
42253082,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-29,9,2017,0.0,1248.0,16176.0,0.0,205.61900000000023,2560.9210000000144,48.0,192.0,1344.0,Autumn,30,7.908423076923086,1.0,21.0,9.0,6.312333333333333,
42408986,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-09-30,9,2017,48.0,1248.0,16176.0,8.370000000000001,205.61900000000023,2560.9210000000144,0.0,192.0,1344.0,Autumn,30,7.908423076923086,0.0,21.0,9.0,,8.11777777777778
42564890,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-01,10,2017,48.0,1200.0,16176.0,7.335,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,0.0,22.0,9.0,,7.405444444444445
42720794,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-02,10,2017,48.0,1200.0,16176.0,8.268,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
42876698,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-03,10,2017,48.0,1200.0,16176.0,8.863000000000001,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
43032602,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-04,10,2017,0.0,1200.0,16176.0,0.0,201.81400000000033,2560.9210000000144,48.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
43188506,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-05,10,2017,48.0,1200.0,16176.0,8.002,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
43344410,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-06,10,2017,0.0,1200.0,16176.0,0.0,201.81400000000033,2560.9210000000144,48.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
43500314,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-07,10,2017,48.0,1200.0,16176.0,9.947000000000003,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,0.0,22.0,9.0,,7.405444444444445
43656218,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-08,10,2017,48.0,1200.0,16176.0,6.345,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,0.0,22.0,9.0,,7.405444444444445
43812122,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-09,10,2017,48.0,1200.0,16176.0,7.407000000000001,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
43968026,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-10,10,2017,0.0,1200.0,16176.0,0.0,201.81400000000033,2560.9210000000144,48.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
44123930,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-11,10,2017,48.0,1200.0,16176.0,8.016000000000002,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
44279834,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-12,10,2017,48.0,1200.0,16176.0,6.811999999999999,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
44435738,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-13,10,2017,48.0,1200.0,16176.0,8.051999999999998,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
44591642,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-14,10,2017,48.0,1200.0,16176.0,9.418000000000005,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,0.0,22.0,9.0,,7.405444444444445
44747546,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-15,10,2017,48.0,1200.0,16176.0,8.927000000000003,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,0.0,22.0,9.0,,7.405444444444445
44903450,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-16,10,2017,48.0,1200.0,16176.0,7.6000000000000005,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
45059354,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-17,10,2017,48.0,1200.0,16176.0,8.585000000000003,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
45215258,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-18,10,2017,48.0,1200.0,16176.0,7.976999999999999,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
45371162,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-19,10,2017,48.0,1200.0,16176.0,8.753999999999998,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
45527066,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-20,10,2017,0.0,1200.0,16176.0,0.0,201.81400000000033,2560.9210000000144,48.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
45682970,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-21,10,2017,0.0,1200.0,16176.0,0.0,201.81400000000033,2560.9210000000144,48.0,288.0,1344.0,Autumn,31,8.072560000000014,0.0,22.0,9.0,,7.405444444444445
45838874,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-22,10,2017,48.0,1200.0,16176.0,7.787999999999999,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,0.0,22.0,9.0,,7.405444444444445
45994778,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-23,10,2017,48.0,1200.0,16176.0,6.992,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
46150682,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-24,10,2017,48.0,1200.0,16176.0,7.371000000000001,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
46306586,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-25,10,2017,48.0,1200.0,16176.0,8.165,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
46462490,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-26,10,2017,48.0,1200.0,16176.0,6.8260000000000005,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
46618394,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-27,10,2017,48.0,1200.0,16176.0,9.806000000000004,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
46774298,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-28,10,2017,48.0,1200.0,16176.0,8.776,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,0.0,22.0,9.0,,7.405444444444445
46930202,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-29,10,2017,48.0,1200.0,16176.0,8.113,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,0.0,22.0,9.0,,7.405444444444445
47086106,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-30,10,2017,48.0,1200.0,16176.0,7.669,201.81400000000033,2560.9210000000144,0.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
47242010,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-10-31,10,2017,0.0,1200.0,16176.0,0.0,201.81400000000033,2560.9210000000144,48.0,288.0,1344.0,Autumn,31,8.072560000000014,1.0,22.0,9.0,6.143863636363637,
47397914,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-01,11,2017,0.0,1392.0,16176.0,0.0,246.5999999999999,2560.9210000000144,48.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
47553818,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-02,11,2017,48.0,1392.0,16176.0,7.721,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
47709722,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-03,11,2017,48.0,1392.0,16176.0,9.749999999999998,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
47865626,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-04,11,2017,48.0,1392.0,16176.0,9.940000000000001,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,0.0,22.0,8.0,,8.350750000000001
48021530,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-05,11,2017,48.0,1392.0,16176.0,7.942000000000002,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,0.0,22.0,8.0,,8.350750000000001
48177434,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-06,11,2017,48.0,1392.0,16176.0,10.721000000000004,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
48333338,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-07,11,2017,48.0,1392.0,16176.0,7.841,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
48489242,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-08,11,2017,48.0,1392.0,16176.0,8.565999999999997,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
48645146,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-09,11,2017,48.0,1392.0,16176.0,8.527,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
48801050,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-10,11,2017,48.0,1392.0,16176.0,9.246000000000004,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
48956954,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-11,11,2017,48.0,1392.0,16176.0,9.347999999999999,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,0.0,22.0,8.0,,8.350750000000001
49112858,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-12,11,2017,48.0,1392.0,16176.0,9.001,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,0.0,22.0,8.0,,8.350750000000001
49268762,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-13,11,2017,48.0,1392.0,16176.0,7.647,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
49424666,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-14,11,2017,48.0,1392.0,16176.0,7.968,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
49580570,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-15,11,2017,48.0,1392.0,16176.0,8.742,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
49736474,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-16,11,2017,48.0,1392.0,16176.0,8.729,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
49892378,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-17,11,2017,48.0,1392.0,16176.0,7.766000000000004,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
50048282,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-18,11,2017,48.0,1392.0,16176.0,8.197000000000001,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,0.0,22.0,8.0,,8.350750000000001
